"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cluster"
"Tmem198b",0.100067423428149,1.00854586001153,0.01,0.006,1,"Tmem198b","0"
"Mrm2",0.100296921365166,0.659315387604566,0.021,0.015,1,"Mrm2","0"
"Glce",0.101516879322768,0.536733589204426,0.023,0.016,1,"Glce","0"
"Sv2a",0.102209475163988,0.788151190339129,0.01,0.006,1,"Sv2a","0"
"Trav9-1",0.105895961952491,1.0203191410949,0.013,0.008,1,"Trav9-1","0"
"1110020A21Rik",0.106313756614939,0.873882375260761,0.012,0.008,1,"1110020A21Rik","0"
"Dusp23",0.107572851370297,0.710445211423671,0.017,0.012,1,"Dusp23","0"
"Gpn2",0.10823664593474,0.517477748564388,0.033,0.025,1,"Gpn2","0"
"Trav14-2",0.108849671378159,0.69858189614483,0.017,0.011,1,"Trav14-2","0"
"Npff",0.109382388887284,0.716540128319575,0.016,0.01,1,"Npff","0"
"Plpp5",0.11031607008375,0.604310620965418,0.028,0.021,1,"Plpp5","0"
"Traj19",0.110890993239167,0.680414597470091,0.015,0.01,1,"Traj19","0"
"Zfp365",0.111006206267474,0.667087323506359,0.015,0.009,1,"Zfp365","0"
"Gpr19",0.112340889789527,0.535327101597691,0.025,0.018,1,"Gpr19","0"
"Trim47",0.113534387042121,0.746083200806149,0.022,0.015,1,"Trim47","0"
"Snx8",0.115664240129602,0.72948610912199,0.022,0.015,1,"Snx8","0"
"Rdh5",0.122292993998653,0.573078239461683,0.02,0.014,1,"Rdh5","0"
"Mkks",0.126903398412221,0.550550171896032,0.028,0.021,1,"Mkks","0"
"Armc6",0.127669615248145,0.688066324326669,0.017,0.012,1,"Armc6","0"
"Gm11973",0.129538729639527,0.607268977588022,0.028,0.021,1,"Gm11973","0"
"Usp35",0.130073698800635,0.93920790734613,0.01,0.006,1,"Usp35","0"
"Trav4-3",0.131186035888228,0.81467886681223,0.01,0.006,1,"Trav4-3","0"
"Gm50105",0.13162377877729,0.720820954227622,0.015,0.01,1,"Gm50105","0"
"Fndc10",0.131806604371029,0.668687385697233,0.016,0.011,1,"Fndc10","0"
"Fam222a",0.134319278485642,0.843765332825289,0.012,0.008,1,"Fam222a","0"
"5830405F06Rik",0.134355520590179,0.776441088337173,0.012,0.008,1,"5830405F06Rik","0"
"Trav7-4",0.137624175658129,0.608227755682435,0.013,0.008,1,"Trav7-4","0"
"Zfp954",0.14025836587808,0.558718179568065,0.029,0.022,1,"Zfp954","0"
"Gm16638",0.143774235988125,0.571027253327321,0.02,0.015,1,"Gm16638","0"
"Pde6h",0.147791025944442,0.659939466225172,0.023,0.017,1,"Pde6h","0"
"1600012H06Rik",0.150365652619478,0.602043454992097,0.027,0.02,1,"1600012H06Rik","0"
"Oas2",0.152090051363971,0.65042938722972,0.023,0.017,1,"Oas2","0"
"Zswim7",0.152458056394102,0.513582708384068,0.031,0.024,1,"Zswim7","0"
"Suox",0.153879883415186,0.587616320738045,0.026,0.02,1,"Suox","0"
"Mutyh",0.156807940646552,0.609183727032703,0.017,0.012,1,"Mutyh","0"
"Gm2479",0.157983595479741,0.577004231496007,0.022,0.016,1,"Gm2479","0"
"Il1rl2",0.15902203623422,0.56964433972656,0.025,0.019,1,"Il1rl2","0"
"Pik3r3",0.160387242106327,0.666221904866777,0.015,0.01,1,"Pik3r3","0"
"Amacr",0.161309769168851,0.695857092721124,0.015,0.01,1,"Amacr","0"
"Amy1",0.163350108156207,0.555711344842313,0.021,0.015,1,"Amy1","0"
"Rpusd3",0.163624608068075,0.705212214584009,0.014,0.009,1,"Rpusd3","0"
"Igsf3",0.165133556549415,0.810068783192042,0.011,0.007,1,"Igsf3","0"
"Zfp526",0.16532921465945,0.852767394503223,0.01,0.006,1,"Zfp526","0"
"Gm15503",0.16535126938725,0.720443310847023,0.013,0.009,1,"Gm15503","0"
"Gm12743",0.165542320135453,0.67965260539742,0.012,0.008,1,"Gm12743","0"
"Mthfsd",0.165853985153569,0.571795510314762,0.028,0.021,1,"Mthfsd","0"
"Znrd1as",0.166047305859043,0.730153014806548,0.012,0.008,1,"Znrd1as","0"
"Gm10800",0.166222234573184,0.814782411544302,0.01,0.006,1,"Gm10800","0"
"Gm16794",0.168547016006687,0.636553898132627,0.012,0.008,1,"Gm16794","0"
"Rasl11b",0.168629086855478,0.708117562887285,0.011,0.007,1,"Rasl11b","0"
"Rpp38",0.190670942283354,0.586798469513677,0.02,0.015,1,"Rpp38","0"
"Zfp606",0.190980888562756,0.537826006965799,0.024,0.018,1,"Zfp606","0"
"Xkrx",0.193318463214649,0.62728857571545,0.015,0.01,1,"Xkrx","0"
"Zswim3",0.194631535888939,0.699514448120694,0.014,0.01,1,"Zswim3","0"
"AA388235",0.194645947053139,0.579550224823543,0.015,0.01,1,"AA388235","0"
"G430095P16Rik",0.199889153151531,0.532245133212561,0.033,0.027,1,"G430095P16Rik","0"
"Entpd7",0.200905459600993,0.625125195151068,0.018,0.013,1,"Entpd7","0"
"Gm14798",0.201794053733641,0.654417953155434,0.012,0.008,1,"Gm14798","0"
"Gm10640",0.202206888927376,0.780995172470684,0.012,0.008,1,"Gm10640","0"
"Ppfibp2",0.203508775922847,0.866586446606624,0.01,0.007,1,"Ppfibp2","0"
"Gm13822",0.20628525525261,0.662122010329152,0.011,0.007,1,"Gm13822","0"
"P2ry14",0.207312280479699,0.717535156621848,0.01,0.007,1,"P2ry14","0"
"Gm16740",0.210936589161633,0.621823873125339,0.02,0.015,1,"Gm16740","0"
"Tubd1",0.215509243304513,0.515981006187253,0.021,0.016,1,"Tubd1","0"
"Fmo5",0.224539422659282,0.594008809814772,0.023,0.017,1,"Fmo5","0"
"Gpr137c",0.227503698277887,0.674853712153323,0.015,0.01,1,"Gpr137c","0"
"Plscr3",0.230253190774292,0.501876181352648,0.025,0.02,1,"Plscr3","0"
"Ighv5-4",0.243454722992918,0.567127869673876,0.021,0.016,1,"Ighv5-4","0"
"Enthd1",0.243798339621912,0.653223813780645,0.012,0.008,1,"Enthd1","0"
"Kbtbd7",0.248393692911289,0.56178056283203,0.012,0.008,1,"Kbtbd7","0"
"Trav14n-3",0.24943536038234,0.678005566445711,0.011,0.008,1,"Trav14n-3","0"
"Usp50",0.249735005799423,0.530455812918531,0.017,0.013,1,"Usp50","0"
"Gm44899",0.252548642037568,0.690697760424527,0.01,0.007,1,"Gm44899","0"
"9330020H09Rik",0.256867183170942,0.537776542152338,0.023,0.018,1,"9330020H09Rik","0"
"Gm4013",0.263122991833776,0.506052222495319,0.027,0.022,1,"Gm4013","0"
"Ftsj1",0.271677809823371,0.526836189411171,0.021,0.017,1,"Ftsj1","0"
"Ctbs",0.272305858677173,0.503162175749688,0.018,0.014,1,"Ctbs","0"
"Rps6ka2",0.276055151748976,0.637978540240352,0.013,0.01,1,"Rps6ka2","0"
"Med18",0.276825328238135,0.539988994339071,0.02,0.016,1,"Med18","0"
"Ovgp1",0.277084194987398,0.615283588529396,0.013,0.01,1,"Ovgp1","0"
"1700102P08Rik",0.28059092829912,0.540208841096274,0.013,0.01,1,"1700102P08Rik","0"
"Pusl1",0.29183569525783,0.534361879553212,0.016,0.012,1,"Pusl1","0"
"Zmiz1os1",0.293215219266344,0.512719441232621,0.012,0.008,1,"Zmiz1os1","0"
"Gm2800",0.300585862024266,0.528398963133971,0.011,0.008,1,"Gm2800","0"
"Traj23",0.303570937762555,0.651665270702767,0.01,0.007,1,"Traj23","0"
"Slc25a29",0.303918668179689,0.580834495134541,0.01,0.007,1,"Slc25a29","0"
"Gm38604",0.305591456022563,0.586117493743065,0.01,0.007,1,"Gm38604","0"
"Rims3",0.305800983028187,0.576080027819107,0.01,0.007,1,"Rims3","0"
"Pak1",0.314229055200574,0.578954917649821,0.014,0.01,1,"Pak1","0"
"Zscan12",0.317660809602383,0.505830084644945,0.014,0.01,1,"Zscan12","0"
"Akap17b",0.325862593196042,0.567726203032868,0.013,0.01,1,"Akap17b","0"
"Acy1",0.339642251508308,0.611739884961599,0.012,0.009,1,"Acy1","0"
"2600014E21Rik",0.339814611426397,0.594652711387939,0.012,0.009,1,"2600014E21Rik","0"
"Ttl",0.343342980228194,0.544840793407779,0.012,0.009,1,"Ttl","0"
"Gm48086",0.352394049776421,0.526353819303663,0.011,0.008,1,"Gm48086","0"
"Rpp40",0.35917584925915,0.678389467982868,0.01,0.008,1,"Rpp40","0"
"Tgfb1i1",0.360478608491879,0.55687993713854,0.01,0.008,1,"Tgfb1i1","0"
"Cage1",0.362214068894221,0.514210548969706,0.014,0.011,1,"Cage1","0"
"Gm26640",0.362539882418424,0.532586918098437,0.014,0.011,1,"Gm26640","0"
"Hdac6",0.370449151746088,0.530699451833518,0.013,0.01,1,"Hdac6","0"
"A130010J15Rik",0.374946512919773,0.516270501208276,0.013,0.01,1,"A130010J15Rik","0"
"6230400D17Rik",0.41338680213366,0.503595794867691,0.021,0.018,1,"6230400D17Rik","0"
"Kcnip2",0.42032412437869,0.500171257636398,0.01,0.008,1,"Kcnip2","0"
"Zfp963",0.421281642285909,0.551186828453233,0.01,0.008,1,"Zfp963","0"
"Dpp7",0.468774410272991,0.589304996142786,0.011,0.009,1,"Dpp7","0"
"Slc25a10",0.483138707845414,0.617327538652495,0.01,0.008,1,"Slc25a10","0"
"Gm21781",0.550303634306046,0.520481801433927,0.01,0.008,1,"Gm21781","0"
"Cd8b1",0,2.3304029081699,0.84,0.189,0,"Cd8b1","1"
"Cd8a",4.11002003719069e-259,2.38913154633532,0.625,0.126,8.70954346081079e-255,"Cd8a","1"
"Fam241a",1.21660293481906e-185,2.1629382426716,0.539,0.136,2.57810327917507e-181,"Fam241a","1"
"Dapl1",9.63032219677996e-118,1.71458002159244,0.491,0.164,2.04076157671964e-113,"Dapl1","1"
"Dnajc15",3.28429333522187e-105,1.1797796451151,0.658,0.317,6.95974600666865e-101,"Dnajc15","1"
"Lcn4",1.32447627837597e-85,2.70415740696267,0.212,0.035,2.80669768150651e-81,"Lcn4","1"
"Klrd1",2.28718513552471e-81,1.43159891651522,0.425,0.15,4.84677402069042e-77,"Klrd1","1"
"Ccr9",1.54596613130932e-78,2.5717711743514,0.196,0.032,3.27605682885759e-74,"Ccr9","1"
"Nkg7",6.44105912789959e-74,0.848531048272778,0.707,0.315,1.3649248397932e-69,"Nkg7","1"
"Tmem108",1.18454531505118e-69,1.89968103688237,0.269,0.074,2.51016997712495e-65,"Tmem108","1"
"Gm43698",5.86291469359241e-69,4.05275792316891,0.111,0.007,1.24241025271917e-64,"Gm43698","1"
"Gm44174",9.14890828039296e-65,1.49416644637173,0.31,0.099,1.93874515369807e-60,"Gm44174","1"
"Rgcc",2.42732708976065e-55,1.19625711931514,0.411,0.184,5.14374883591179e-51,"Rgcc","1"
"Epsti1",8.7702867312797e-53,0.68679169143159,0.718,0.473,1.85851146122548e-48,"Epsti1","1"
"Slc6a19",1.66028479701733e-52,3.61291242621647,0.095,0.008,3.51830951335943e-48,"Slc6a19","1"
"Sidt1",8.35884422743428e-52,0.702874852952004,0.692,0.444,1.7713226802356e-47,"Sidt1","1"
"Itgae",1.62568952285766e-48,2.16740077861871,0.149,0.031,3.44499866788767e-44,"Itgae","1"
"Dpp4",4.48008023500657e-48,1.05005601008508,0.43,0.214,9.49373802600242e-44,"Dpp4","1"
"Adgrg5",1.65095612440356e-45,1.94421134606107,0.175,0.047,3.49854112322359e-41,"Adgrg5","1"
"Sell",1.97604532533912e-44,0.669795609408715,0.681,0.441,4.18743764892614e-40,"Sell","1"
"Fgf13",3.76953438684684e-40,0.721220621134458,0.567,0.335,7.98802031916715e-36,"Fgf13","1"
"Bend4",5.68446426958815e-40,2.38970896101413,0.112,0.021,1.20459482336842e-35,"Bend4","1"
"Cmah",2.22768597838479e-38,0.684901980165853,0.596,0.378,4.7206893567952e-34,"Cmah","1"
"Pde3b",2.47172827054324e-36,0.565097929657508,0.69,0.46,5.23783937810817e-32,"Pde3b","1"
"Atp8b4",7.73315625514365e-36,0.836536707164289,0.429,0.23,1.63873314202749e-31,"Atp8b4","1"
"Rras2",5.88439303895247e-32,0.795513003902158,0.431,0.245,1.24696172888442e-27,"Rras2","1"
"Tsc22d3",7.80008208436072e-32,0.561668737426891,0.638,0.46,1.65291539449688e-27,"Tsc22d3","1"
"Actn2",5.24579669935922e-31,1.75435686819474,0.135,0.04,1.11163677856121e-26,"Actn2","1"
"Bola2",5.95504376855836e-30,0.589743488129455,0.594,0.414,1.2619333249952e-25,"Bola2","1"
"Tdrp",1.59739455285116e-29,1.34341775040296,0.194,0.076,3.38503879694688e-25,"Tdrp","1"
"Runx3",3.45406442057467e-29,0.776072340554084,0.428,0.254,7.31950791363978e-25,"Runx3","1"
"Plac8",1.80864981660608e-28,0.963863048097549,0.302,0.154,3.83270982636993e-24,"Plac8","1"
"1700062C10Rik",3.52124613626901e-28,2.82966496322045,0.065,0.009,7.46187268736766e-24,"1700062C10Rik","1"
"Tubb5",8.58455871422798e-28,0.502760266883385,0.651,0.481,1.81915383713205e-23,"Tubb5","1"
"Ccr71",2.06509155940195e-27,0.663934807910945,0.497,0.311,4.37613552352868e-23,"Ccr7","1"
"Actn11",2.9472522940599e-26,0.567661919411221,0.585,0.391,6.24552233634233e-22,"Actn1","1"
"Ly6c2",3.65350809393357e-25,0.660323657827344,0.406,0.232,7.74214900185463e-21,"Ly6c2","1"
"Usp28",7.9091260718432e-25,1.03114270519052,0.25,0.123,1.67602290588429e-20,"Usp28","1"
"Rapgef4",8.88236584567567e-25,0.857888765046733,0.301,0.158,1.88226214635713e-20,"Rapgef4","1"
"Tex14",1.21763644005266e-23,0.609742417940802,0.496,0.334,2.58029338011559e-19,"Tex14","1"
"Cdc14b",1.69330490193816e-23,1.28530863127105,0.168,0.069,3.58828241769715e-19,"Cdc14b","1"
"Slc12a7",4.33821590287489e-23,0.762425614130924,0.361,0.215,9.19311331978218e-19,"Slc12a7","1"
"Ctsw",8.60995184481203e-23,0.78567048029359,0.326,0.183,1.82453489543412e-18,"Ctsw","1"
"Dph5",1.06907200956919e-22,0.966686364533319,0.252,0.128,2.26547049547806e-18,"Dph5","1"
"Trnp1",1.52911339279421e-22,3.59693945049975,0.038,0.003,3.2403441906702e-18,"Trnp1","1"
"Gria3",2.4887444054424e-22,2.40434926233057,0.062,0.012,5.27389826957298e-18,"Gria3","1"
"Acp5",7.23835411179677e-22,0.559091288520001,0.524,0.366,1.53387961983085e-17,"Acp5","1"
"Arl4c",3.23296238501691e-21,0.558358553655569,0.517,0.363,6.85097059008932e-17,"Arl4c","1"
"Rcn3",6.5493128306223e-21,1.80442646748737,0.091,0.027,1.38786488193717e-16,"Rcn3","1"
"A930005H10Rik1",1.97693197743057e-20,0.834267096756782,0.283,0.157,4.18931655337312e-16,"A930005H10Rik","1"
"Gm30948",3.83563383926892e-20,2.87071189026911,0.041,0.005,8.12809166879478e-16,"Gm30948","1"
"Cd226",4.48138080375809e-20,0.555268614147776,0.435,0.272,9.49649406124377e-16,"Cd226","1"
"Pde2a",5.85700782154626e-19,0.714889804228896,0.337,0.209,1.24115852746387e-14,"Pde2a","1"
"Fam189b",2.29605538565295e-17,0.654470324843802,0.349,0.221,4.86557096773717e-13,"Fam189b","1"
"Syt6",4.04409741959988e-17,3.24942613140798,0.032,0.003,8.5698468418741e-13,"Syt6","1"
"Als2cl1",2.19215030803845e-16,0.625845996696569,0.349,0.222,4.64538571776427e-12,"Als2cl","1"
"Eng",1.11170844001801e-15,2.83766084309016,0.034,0.005,2.35582135524216e-11,"Eng","1"
"Nedd4l",2.06832718326591e-15,0.612929042367274,0.328,0.21,4.38299213405878e-11,"Nedd4l","1"
"Ggt1",4.00135340132986e-15,2.08184004422245,0.052,0.013,8.47926799275811e-11,"Ggt1","1"
"Kcna2",4.01532732053206e-15,2.23506998034245,0.042,0.008,8.5088801249395e-11,"Kcna2","1"
"Plekha6",5.00253238114105e-15,2.23262577595498,0.04,0.007,1.0600866368876e-10,"Plekha6","1"
"Usp11",5.46112048472817e-15,1.46990995549904,0.086,0.031,1.15726604191875e-10,"Usp11","1"
"Sh3bp5",6.87032706745163e-15,0.63390329762413,0.314,0.202,1.45589100886368e-10,"Sh3bp5","1"
"Klk8",1.76406239127994e-14,0.757952830457429,0.25,0.153,3.73822461336131e-10,"Klk8","1"
"Ppic",6.3861979012833e-14,2.15381719544974,0.045,0.011,1.35329919726095e-09,"Ppic","1"
"Gm27008",8.6335411936852e-14,1.57441203719985,0.07,0.024,1.82953371435383e-09,"Gm27008","1"
"Racgap1",1.21574277047509e-13,0.858783955429962,0.176,0.095,2.57628050491377e-09,"Racgap1","1"
"Pim2",2.56742294476061e-13,0.881056009994045,0.179,0.098,5.44062596224221e-09,"Pim2","1"
"Zfas1",6.79503490365231e-13,0.614655685462008,0.299,0.197,1.43993584643296e-08,"Zfas1","1"
"Epb41l4aos",9.94816199475845e-13,0.675527557343985,0.254,0.16,2.10811500830926e-08,"Epb41l4aos","1"
"Plcxd2",1.05317364766573e-12,0.559689250837622,0.322,0.215,2.23178027676845e-08,"Plcxd2","1"
"Sugt1",1.6127790727578e-12,0.543367711909411,0.35,0.242,3.41764013308105e-08,"Sugt1","1"
"Wnt5b",4.20855980949987e-12,1.95890900141307,0.04,0.009,8.91835909231118e-08,"Wnt5b","1"
"Ncf1",5.70778457411143e-12,1.25315214390612,0.087,0.037,1.20953662909995e-07,"Ncf1","1"
"Tcp11l2",1.11094330335988e-11,0.607504518425403,0.267,0.173,2.35419995414993e-07,"Tcp11l2","1"
"Slc25a4",1.23279938815761e-11,0.768024992110122,0.183,0.105,2.61242518344479e-07,"Slc25a4","1"
"Gm16083",1.67947189058981e-11,1.08047143146375,0.105,0.049,3.55896888334887e-07,"Gm16083","1"
"Gm45669",1.80586157374836e-11,2.25762234507987,0.032,0.007,3.82680126093014e-07,"Gm45669","1"
"Pakap.1",3.43901307915003e-11,1.04316454508427,0.112,0.055,7.28761261602682e-07,"Pakap.1","1"
"Klhdc1",4.44324923777191e-11,0.621446191888978,0.239,0.151,9.41568945976245e-07,"Klhdc1","1"
"Gm14085",4.65470495240799e-11,0.693119307746384,0.18,0.104,9.86378526464778e-07,"Gm14085","1"
"Hid1",4.8494638104706e-11,0.949172044036762,0.121,0.061,1.02764987607682e-06,"Hid1","1"
"Auts2",4.9135565593583e-11,0.678144064421495,0.219,0.137,1.04123177049362e-06,"Auts2","1"
"Stx2",1.43676064158449e-10,1.17508063888328,0.082,0.036,3.04463947558168e-06,"Stx2","1"
"Tent5a",3.92686839542722e-10,0.856710139849531,0.141,0.079,8.32142681674983e-06,"Tent5a","1"
"Treml21",7.10345312464083e-10,0.651191900424245,0.203,0.127,1.50529275164264e-05,"Treml2","1"
"Appl2",1.93687562972714e-09,1.19110561277421,0.074,0.033,4.10443314695478e-05,"Appl2","1"
"Stx1a",2.05938459454566e-09,1.05013073831226,0.087,0.042,4.36404189430171e-05,"Stx1a","1"
"Glipr2",5.62218870289809e-09,0.568761368943658,0.243,0.168,0.000119139800803113,"Glipr2","1"
"Gm15675",9.64378242267704e-09,1.01404594594809,0.083,0.04,0.000204361393318949,"Gm15675","1"
"Gm43581",1.10638922930126e-08,2.08667482765582,0.027,0.006,0.00023445494158123,"Gm43581","1"
"Myc",1.24323720917934e-08,0.705203713497106,0.143,0.085,0.000263454396997194,"Myc","1"
"4933406I18Rik",1.35717477790329e-08,0.591738665628449,0.191,0.121,0.000287598907185487,"4933406I18Rik","1"
"Kcnc1",1.53553612218677e-08,1.49100826237957,0.047,0.017,0.000325395459652599,"Kcnc1","1"
"Hsd17b11",1.86096417795243e-08,0.775944334916221,0.115,0.064,0.0003943569189499,"Hsd17b11","1"
"Apex1",2.17831582988812e-08,0.87286990519581,0.102,0.054,0.000461606907511591,"Apex1","1"
"Nhp2",2.24096695263306e-08,0.578740738553239,0.221,0.151,0.000474883306932471,"Nhp2","1"
"Cd55",3.67597692706935e-08,0.531709714153787,0.243,0.17,0.000778976270615265,"Cd55","1"
"Acaa2",4.84338189102626e-08,0.667057468819014,0.155,0.096,0.00102636105652738,"Acaa2","1"
"Ap1ar",5.83331543002798e-08,0.676651142139733,0.154,0.096,0.00123613787277723,"Ap1ar","1"
"Slc17a9",7.36595834855924e-08,0.642409554490019,0.161,0.101,0.00156092023364319,"Slc17a9","1"
"H2-Oa",7.71048706108405e-08,0.983531741812418,0.084,0.043,0.00163392931311432,"H2-Oa","1"
"Gm11342",8.47209503092022e-08,1.4860519880325,0.04,0.014,0.0017953216580023,"Gm11342","1"
"Ehd1",8.64400007165694e-08,0.884090282704763,0.097,0.053,0.00183175005518482,"Ehd1","1"
"Prxl2c",9.07270319672069e-08,0.699757237028855,0.147,0.091,0.00192259653441708,"Prxl2c","1"
"Ccdc30",9.78693480965313e-08,1.5471726975369,0.034,0.011,0.0020739493555136,"Ccdc30","1"
"Cracr2a",1.30885313318505e-07,0.643601014282906,0.161,0.102,0.00277359067453243,"Cracr2a","1"
"Tanc1",1.34816524906104e-07,0.518239148923071,0.21,0.142,0.00285689697928526,"Tanc1","1"
"Slc43a2",1.45519176360737e-07,0.587200693878259,0.183,0.122,0.00308369686626037,"Slc43a2","1"
"Hdgfl3",1.52255043772279e-07,0.639329331547681,0.149,0.092,0.00322643663257836,"Hdgfl3","1"
"Ifi214",2.11624944571911e-07,0.68280509190038,0.152,0.097,0.00448454420042337,"Ifi214","1"
"Gm44175",2.26004204351347e-07,1.85441420659623,0.025,0.007,0.00478925509440939,"Gm44175","1"
"Rpgrip1",2.40601655682067e-07,1.13059138339016,0.068,0.033,0.00509858968555868,"Rpgrip1","1"
"Eml5",2.68520485680595e-07,0.595634284963462,0.163,0.105,0.0056902176120575,"Eml5","1"
"Prss12",2.90192667900042e-07,1.09908414863464,0.059,0.027,0.00614947282546979,"Prss12","1"
"D930028M14Rik",3.29029557578641e-07,1.25346090733561,0.046,0.019,0.00697246535464899,"D930028M14Rik","1"
"Lztfl1",3.56730962498179e-07,0.811579095228902,0.101,0.057,0.00755948582629892,"Lztfl1","1"
"Trbv17",3.71813039867958e-07,1.26127239121449,0.039,0.014,0.0078790901278419,"Trbv17","1"
"Snai3",4.48420039873763e-07,1.68613876656634,0.029,0.009,0.00950246906496491,"Snai3","1"
"Sytl3",4.53630884196355e-07,0.50390240018502,0.187,0.124,0.00961289206700497,"Sytl3","1"
"Gm9844",5.91057132654852e-07,0.517557161032741,0.208,0.144,0.012525091698089,"Gm9844","1"
"Mettl8",7.4485456638743e-07,0.739790971713252,0.107,0.063,0.015784213116316,"Mettl8","1"
"Gm326331",7.51315022975852e-07,1.03829556690971,0.06,0.028,0.0159211166518813,"Gm32633","1"
"Fxyd7",7.66164013366257e-07,3.12245162249423,0.011,0.001,0.0162357816072444,"Fxyd7","1"
"Gm19261",9.09249426814676e-07,1.28416559592905,0.045,0.019,0.0192679046036298,"Gm19261","1"
"Fcgrt",1.2944216701283e-06,1.17454402128715,0.05,0.022,0.0274300896116889,"Fcgrt","1"
"Tgtp1",1.40696375484974e-06,0.903302233625682,0.081,0.044,0.0298149689290209,"Tgtp1","1"
"Eif2a",2.27370865047566e-06,0.59034524152936,0.169,0.117,0.0481821600122298,"Eif2a","1"
"Gm10827",2.27871710417601e-06,1.94497985014353,0.019,0.005,0.0482882941545937,"Gm10827","1"
"Ppa2",2.86772685186338e-06,0.69636200027142,0.098,0.058,0.0607699997178368,"Ppa2","1"
"Mettl1",3.13432486682808e-06,0.948513752997822,0.07,0.037,0.0664194782529539,"Mettl1","1"
"Tgtp2",3.27343054746098e-06,0.711808520953322,0.111,0.068,0.0693672667312456,"Tgtp2","1"
"Olfr10331",3.31912534829089e-06,0.723761964893419,0.106,0.064,0.0703355852556322,"Olfr1033","1"
"Trbv12-1",3.36240411956152e-06,0.929431632687919,0.056,0.027,0.0712527056976281,"Trbv12-1","1"
"Rrp15",3.69880726032191e-06,0.782204068302929,0.1,0.06,0.0783814246534817,"Rrp15","1"
"Tspan9",3.84874979319352e-06,1.72879462497799,0.024,0.008,0.081558856867564,"Tspan9","1"
"Gm340061",4.05947678249349e-06,0.767916367337144,0.09,0.052,0.0860243724978195,"Gm34006","1"
"H2-Ob",4.5982942460476e-06,0.539882621155634,0.167,0.114,0.0974424533679947,"H2-Ob","1"
"Cxxc5",4.8735008929899e-06,0.834517253847448,0.069,0.036,0.103274357423349,"Cxxc5","1"
"Gm30054",5.09147463668413e-06,0.547814732102308,0.17,0.119,0.107893439025973,"Gm30054","1"
"Gm20663",5.09445737138042e-06,0.565573995538323,0.17,0.119,0.107956646156922,"Gm20663","1"
"Qtrt1",5.74328490880354e-06,0.796778504182358,0.087,0.05,0.121705950502456,"Qtrt1","1"
"Dse",9.91770932086768e-06,0.740036558843796,0.093,0.056,0.210166178218507,"Dse","1"
"Gpd1l",1.60697491243998e-05,0.6370525954158,0.11,0.07,0.340534053695156,"Gpd1l","1"
"Gm26756",1.63243369730704e-05,1.94780841199174,0.016,0.004,0.345929024796335,"Gm26756","1"
"Emc91",1.65421977832708e-05,0.780691572674063,0.07,0.039,0.350545713225291,"Emc9","1"
"Olfr56",1.68739915720424e-05,0.602063784933561,0.107,0.067,0.35757675540315,"Olfr56","1"
